"title","price","product","brand","suburb"
"201.9: BP Connect Beaumauris",201.9,"98 RON","BP","Ocean Reef"
"201.9: United Kellerberrin Truck Stop",201.9,"98 RON","United","Kellerberrin"
"201.9: BP Augusta",201.9,"98 RON","BP","Augusta"
"201.9: Ampol Foodary Busselton",201.9,"98 RON","Ampol","Busselton"
"201.9: EG Ampol Floreat",201.9,"98 RON","EG Ampol","Floreat"
"201.9: EG Ampol Osborne Park",201.9,"98 RON","EG Ampol","Osborne Park"
"201.9: EG Ampol Mirrabooka",201.9,"98 RON","EG Ampol","Mirrabooka"
"201.9: EG Ampol Warnbro",201.9,"98 RON","EG Ampol","Warnbro"
"201.9: EG Ampol Port Kennedy",201.9,"98 RON","EG Ampol","Port Kennedy"
"201.9: EG Ampol Mandurah",201.9,"98 RON","EG Ampol","Mandurah"
"201.9: EG Ampol Joondalup Winton Road",201.9,"98 RON","EG Ampol","Joondalup"
"201.9: EG Ampol Mandurah Forum",201.9,"98 RON","EG Ampol","Mandurah"
"201.9: EG Ampol Brabham",201.9,"98 RON","EG Ampol","Brabham"
"201.9: BP Singleton",201.9,"98 RON","BP","Singleton"
"201.9: Northcliffe Newsagent & General Store",201.9,"98 RON","Independent","Northcliffe"
"202.2: Shell Reddy Express Albany Orana",202.2,"98 RON","Reddy Express","Orana"
"202.2: Shell Reddy Express Tarcoola",202.2,"98 RON","Reddy Express","Mahomets Flats"
"202.2: Shell Reddy Express Wonthella",202.2,"98 RON","Reddy Express","Wonthella"
"202.5: Better Choice Karridale Roadhouse",202.5,"98 RON","Better Choice","Karridale"
"202.7: Vibe Bridgetown",202.7,"98 RON","Vibe","Bridgetown"
"202.9: BP Balcatta",202.9,"98 RON","BP","Balcatta"
"202.9: BP Beeliar",202.9,"98 RON","BP","Cockburn Central"
"202.9: BP Cowaramup",202.9,"98 RON","BP","Cowaramup"
"202.9: Ampol Foodary Cockburn Central",202.9,"98 RON","Ampol","Jandakot"
"202.9: Ampol Foodary Malaga",202.9,"98 RON","Ampol","Malaga"
"202.9: Ampol Foodary Karrinyup",202.9,"98 RON","Ampol","Gwelup"
"202.9: Ampol Foodary Glendalough",202.9,"98 RON","Ampol","Glendalough"
"202.9: Ampol Foodary North Wanneroo",202.9,"98 RON","Ampol","Nowergup"
"202.9: Ampol Foodary Joondalup",202.9,"98 RON","Ampol","Joondalup"
"202.9: Ampol Foodary Falcon (Miami Beach)",202.9,"98 RON","Ampol","Falcon"
"202.9: Ampol Foodary Kingsley",202.9,"98 RON","Ampol","Kingsley"
"202.9: Ampol Foodary Kewdale",202.9,"98 RON","Ampol","Kewdale"
"202.9: Ampol Foodary Gosnells",202.9,"98 RON","Ampol","Gosnells"
"202.9: Ampol Foodary Rivervale",202.9,"98 RON","Ampol","Rivervale"
"202.9: Ampol Foodary Cannington",202.9,"98 RON","Ampol","Cannington"
"202.9: Ampol Foodary Eaton",202.9,"98 RON","Ampol","Eaton"
"202.9: Ampol Foodary Applecross",202.9,"98 RON","Ampol","Applecross"
"202.9: Ampol Foodary Murdoch",202.9,"98 RON","Ampol","Murdoch"
"202.9: Ampol Foodary Rockingham",202.9,"98 RON","Ampol","Rockingham"
"202.9: Ampol Foodary O'Connor",202.9,"98 RON","Ampol","O'connor"
"202.9: Caltex Byford",202.9,"98 RON","Caltex","Byford"
"202.9: Waroona Roadhouse",202.9,"98 RON","Puma","Waroona"
"202.9: Caltex Busselton",202.9,"98 RON","Caltex","Busselton"
"202.9: Caltex Hamilton Hill South",202.9,"98 RON","Caltex","Hamilton Hill"
"202.9: Caltex Malaga",202.9,"98 RON","Caltex","Malaga"
"202.9: EG Ampol Eaton",202.9,"98 RON","EG Ampol","Eaton"
"202.9: Caltex Hamilton Hill North",202.9,"98 RON","Caltex","Hamilton Hill"
"202.9: Caltex Kalamunda",202.9,"98 RON","Caltex","Kalamunda"
"202.9: Caltex Neerabup",202.9,"98 RON","Caltex","Neerabup"
"202.9: Caltex Kiara",202.9,"98 RON","Caltex","Kiara"
"202.9: Caltex Parmelia",202.9,"98 RON","Caltex","Kwinana Town Centre"
"202.9: Caltex Glenfield",202.9,"98 RON","Caltex","Glenfield"
"202.9: Caltex Lesmurdie",202.9,"98 RON","Caltex","Lesmurdie"
"202.9: Caltex Bentley",202.9,"98 RON","Caltex","Bentley"
"202.9: Caltex Bayswater",202.9,"98 RON","Caltex","Bayswater"
"202.9: Caltex Tarcoola",202.9,"98 RON","Caltex","Tarcoola Beach"
"202.9: Caltex Armadale",202.9,"98 RON","Caltex","Armadale"
"202.9: Caltex Tammin",202.9,"98 RON","Caltex","Tammin"
"202.9: Caltex Stratham",202.9,"98 RON","Caltex","Stratham"
"202.9: Caltex North Perth",202.9,"98 RON","Caltex","West Perth"
"202.9: Caltex Karragullen",202.9,"98 RON","Caltex","Karragullen"
"202.9: 7-Eleven Withers",202.9,"98 RON","7-Eleven","Withers"
"202.9: NightOwl BP Mandurah",202.9,"98 RON","BP","Mandurah"
"202.9: Shell Reddy Express Bayswater",202.9,"98 RON","Reddy Express","Bayswater"
"202.9: Shell Reddy Express Kwinana Beach",202.9,"98 RON","Reddy Express","Kwinana Beach"
"203.2: Shell Reddy Express Mandurah",203.2,"98 RON","Reddy Express","Barragup"
"203.2: Shell Reddy Express Girrawheen",203.2,"98 RON","Reddy Express","Girrawheen"
"203.2: Shell Reddy Express Middle Swan",203.2,"98 RON","Reddy Express","Middle Swan"
"203.2: Shell Reddy Express Maddington",203.2,"98 RON","Reddy Express","Maddington"
"203.2: Shell Reddy Express Northam",203.2,"98 RON","Reddy Express","Northam"
"203.2: Shell Reddy Express Brookdale",203.2,"98 RON","Reddy Express","Armadale"
"203.2: Shell Reddy Express Armadale",203.2,"98 RON","Reddy Express","Armadale"
"203.2: Shell Reddy Express Westfield",203.2,"98 RON","Reddy Express","Seville Grove"
"203.5: United Hamilton Hill",203.5,"98 RON","United","Hamilton Hill"
"203.5: Shell Reddy Express Langford",203.5,"98 RON","Reddy Express","Langford"
"203.5: Shell Reddy Express Lakelands",203.5,"98 RON","Reddy Express","Lakelands"
"203.5: Shell Reddy Express Halls Head",203.5,"98 RON","Reddy Express","Halls Head"
"203.5: Shell Reddy Express Warwick",203.5,"98 RON","Reddy Express","Warwick"
"203.5: Shell Reddy Express Malaga",203.5,"98 RON","Reddy Express","Malaga"
"203.5: Shell Reddy Express Cloverdale",203.5,"98 RON","Reddy Express","Cloverdale"
"203.5: Shell Reddy Express Forrestfield",203.5,"98 RON","Reddy Express","Forrestfield"
"203.5: Shell Reddy Express Bibra Lake",203.5,"98 RON","Reddy Express","Bibra Lake"
"203.5: Shell Reddy Express Waikiki",203.5,"98 RON","Reddy Express","Waikiki"
"203.5: Shell Reddy Express Casuarina",203.5,"98 RON","Reddy Express","Bertram"
"203.5: Shell Reddy Express Bentley",203.5,"98 RON","Reddy Express","Bentley"
"203.7: Vibe Mandurah",203.7,"98 RON","Vibe","Mandurah"
"203.8: Petro Fuels Mount Barker",203.8,"98 RON","BP","Mount Barker"
"203.9: BP Roadhouse Dongara",203.9,"98 RON","BP","Dongara"
"203.9: NightOwl Shell Redcliffe",203.9,"98 RON","Shell","Redcliffe"
"203.9: BP Pemberton Garage & Service Station",203.9,"98 RON","BP","Pemberton"
"203.9: Ampol Foodary Esperance",203.9,"98 RON","Ampol","Esperance"
"203.9: NightOwl Shell Highgate",203.9,"98 RON","Shell","Mount Lawley"
"203.9: EG Ampol Currambine Marketplace",203.9,"98 RON","EG Ampol","Currambine"
"203.9: EG Ampol Brooks Garden",203.9,"98 RON","EG Ampol","Lange"
"203.9: Caltex Upper Swan",203.9,"98 RON","Caltex","Upper Swan"
"203.9: Astron Swanbourne",203.9,"98 RON","Astron","Swanbourne"
"204.2: Shell Reddy Express Upper Swan Roadhouse",204.2,"98 RON","Reddy Express","Upper Swan"
"204.2: Shell Reddy Express Edgewater",204.2,"98 RON","Reddy Express","Edgewater"
"204.2: Shell Reddy Express Clarkson",204.2,"98 RON","Reddy Express","Clarkson"
"204.2: Shell Reddy Express Karawara",204.2,"98 RON","Reddy Express","Karawara"
"204.2: Shell Reddy Express Beeliar",204.2,"98 RON","Reddy Express","Beeliar"
"204.5: Shell Reddy Express Palmyra",204.5,"98 RON","Reddy Express","Palmyra"
"204.5: Shell Reddy Express Victoria Park",204.5,"98 RON","Reddy Express","East Victoria Park"
"204.5: Shell Reddy Express Willetton",204.5,"98 RON","Reddy Express","Willetton"
"204.5: Shell Reddy Express Fremantle",204.5,"98 RON","Reddy Express","Fremantle"
"204.5: Shell Reddy Express Ocean Reef",204.5,"98 RON","Reddy Express","Ocean Reef"
"204.9: Smart Mart Newman",204.9,"98 RON","Shell","Newman"
"204.9: Ampol Foodary Lakelands",204.9,"98 RON","Ampol","Meadow Springs"
"204.9: NightOwl Shell Bellevue",204.9,"98 RON","Shell","Bellevue"
"204.9: Ampol Foodary Forrest Highway North",204.9,"98 RON","Ampol","West Pinjarra"
"204.9: Ampol Foodary Forrest Highway South",204.9,"98 RON","Ampol","West Pinjarra"
"204.9: Ampol Foodary Mosman Park",204.9,"98 RON","Ampol","Mosman Park"
"204.9: Ampol Foodary Greenfields",204.9,"98 RON","Ampol","Greenfields"
"204.9: Ampol Foodary North Yunderup",204.9,"98 RON","Ampol","Furnissdale"
"204.9: Ampol Kalgoorlie Diesel Stop",204.9,"98 RON","Ampol","West Kalgoorlie"
"204.9: Del Park Roadhouse",204.9,"98 RON","Ampol","North Dandalup"
"204.9: BP Walpole",204.9,"98 RON","BP","Walpole"
"204.9: Shell Reddy Express Perth",204.9,"98 RON","Reddy Express","Perth"
"204.9: Shell Reddy Express Canning Vale",204.9,"98 RON","Reddy Express","Canning Vale"
"204.9: Shell Reddy Express Southern River",204.9,"98 RON","Reddy Express","Southern River"
"204.9: BP 2go Bellevue",204.9,"98 RON","BP","Bellevue"
"205.2: Shell Reddy Express Bicton",205.2,"98 RON","Reddy Express","Bicton"
"205.2: Shell Reddy Express South Perth",205.2,"98 RON","Reddy Express","South Perth"
"205.2: Shell Reddy Express Myaree",205.2,"98 RON","Reddy Express","Myaree"
"205.5: Shell Reddy Express Scarborough",205.5,"98 RON","Reddy Express","Scarborough"
"205.5: Shell Reddy Express West Perth",205.5,"98 RON","Reddy Express","West Perth"
"205.5: Shell Reddy Express Bull Creek",205.5,"98 RON","Reddy Express","Bull Creek"
"205.5: Shell Reddy Express Dunsborough",205.5,"98 RON","Reddy Express","Dunsborough"
"205.5: Dunning's Karratha",205.5,"98 RON","Liberty","Karratha"
"205.9: BP Cunderdin Roadhouse",205.9,"98 RON","BP","Cunderdin"
"205.9: EG Ampol Whitfords",205.9,"98 RON","EG Ampol","Hillarys"
"205.9: Shell Reddy Express Duncraig",205.9,"98 RON","Reddy Express","Duncraig"
"205.9: Shell Reddy Express Brentwood",205.9,"98 RON","Reddy Express","Brentwood"
"205.9: Shell Reddy Express Mount Lawley",205.9,"98 RON","Reddy Express","North Perth"
"205.9: Shell Reddy Express Leeming",205.9,"98 RON","Reddy Express","Leeming"
"205.9: OMG Caltex Ocean Reef",205.9,"98 RON","OMG Caltex","Ocean Reef"
"206.2: Shell Reddy Express Bunbury Gateway",206.2,"98 RON","Reddy Express","Glen Iris"
"206.2: Shell Reddy Express Busselton",206.2,"98 RON","Reddy Express","Busselton"
"206.2: Shell Reddy Express Wembley",206.2,"98 RON","Reddy Express","Wembley"
"206.2: Shell Reddy Express Bunbury Outbound",206.2,"98 RON","Reddy Express","Vittoria"
"206.2: Shell Reddy Express Mount Pleasant",206.2,"98 RON","Reddy Express","Mount Pleasant"
"206.5: Northcliffe Farm and Trade",206.5,"98 RON","Independent","Northcliffe"
"206.5: Liberty Karratha",206.5,"98 RON","Liberty","Nickol"
"206.5: Shell Reddy Express Jolimont",206.5,"98 RON","Reddy Express","Jolimont"
"206.5: Shell Reddy Express Claremont",206.5,"98 RON","Reddy Express","Claremont"
"206.5: Shell Reddy Express Mosman Park",206.5,"98 RON","Reddy Express","Mosman Park"
"206.8: Petro Fuels Denmark",206.8,"98 RON","Petro Fuels","Denmark"
"206.9: BP Kambalda",206.9,"98 RON","BP","Kambalda East"
"206.9: Ampol Foodary Newman",206.9,"98 RON","Ampol","Newman"
"206.9: Ampol Collie",206.9,"98 RON","Ampol","Collie"
"206.9: Caltex Murdoch",206.9,"98 RON","Caltex","Murdoch"
"206.9: Caltex Baldivis",206.9,"98 RON","Caltex","Baldivis"
"206.9: Caltex Dayton",206.9,"98 RON","Caltex","Dayton"
"206.9: Caltex Forrestdale",206.9,"98 RON","Caltex","Forrestdale"
"206.9: Caltex Yokine",206.9,"98 RON","Caltex","Yokine"
"206.9: Caltex Joondalup",206.9,"98 RON","Caltex","Joondalup"
"206.9: Caltex Gwelup",206.9,"98 RON","Caltex","Gwelup"
"206.9: Caltex Warnbro",206.9,"98 RON","Caltex","Warnbro"
"206.9: Caltex Merriwa",206.9,"98 RON","Caltex","Merriwa"
"206.9: Caltex Munster",206.9,"98 RON","Caltex","Munster"
"206.9: Caltex Burswood",206.9,"98 RON","Caltex","Burswood"
"206.9: Caltex Mount Lawley",206.9,"98 RON","Caltex","Mount Lawley"
"206.9: Caltex Madeley",206.9,"98 RON","Caltex","Madeley"
"206.9: Caltex Bellevue",206.9,"98 RON","Caltex","Bellevue"
"206.9: Caltex Meadow Springs",206.9,"98 RON","Caltex","Meadow Springs"
"206.9: Caltex Osborne Park",206.9,"98 RON","Caltex","Osborne Park"
"206.9: Caltex Wattle Grove",206.9,"98 RON","Caltex","Wattle Grove"
"206.9: Caltex Lynwood",206.9,"98 RON","Caltex","Lynwood"
"206.9: Caltex Como",206.9,"98 RON","Caltex","Como"
"206.9: Caltex Victoria Park",206.9,"98 RON","Caltex","Victoria Park"
"206.9: Caltex Wangara",206.9,"98 RON","Caltex","Wangara"
"206.9: Caltex Welshpool",206.9,"98 RON","Caltex","Welshpool"
"206.9: Caltex Landsdale",206.9,"98 RON","Caltex","Landsdale"
"206.9: Caltex Glen Forrest",206.9,"98 RON","Caltex","Glen Forrest"
"206.9: Caltex Mundaring",206.9,"98 RON","Caltex","Mundaring"
"206.9: Caltex Wooroloo",206.9,"98 RON","Caltex","Wooroloo"
"206.9: Caltex Barragup",206.9,"98 RON","Caltex","Barragup"
"206.9: Caltex Alexander Heights",206.9,"98 RON","Caltex","Alexander Heights"
"206.9: Caltex Bunbury South",206.9,"98 RON","Caltex","Carey Park"
"206.9: Caltex Mindarie",206.9,"98 RON","Caltex","Mindarie"
"206.9: Caltex Bedfordale",206.9,"98 RON","Caltex","Bedfordale"
"206.9: Caltex Mandurah",206.9,"98 RON","Caltex","Mandurah"
"206.9: Hillview Roadhouse and Motel",206.9,"98 RON","Shell","Kojonup"
"206.9: Caltex Pearsall",206.9,"98 RON","Caltex","Pearsall"
"206.9: Caltex Belmont",206.9,"98 RON","Caltex","Belmont"
"206.9: OTR Bunbury",206.9,"98 RON","Shell","Bunbury"
"207.0: Moonyoonooka Store",207,"98 RON","Ampol","Moonyoonooka"
"207.5: Better Choice Como",207.5,"98 RON","Better Choice","Como"
"207.9: Smiths Shell Service",207.9,"98 RON","Shell","York"
"207.9: Hills Emporio",207.9,"98 RON","Independent","Karragullen"
"207.9: Ampol Foodary Kalgoorlie South",207.9,"98 RON","Ampol","South Kalgoorlie"
"207.9: BP Beldon",207.9,"98 RON","BP","Beldon"
"207.9: BP Greenwood",207.9,"98 RON","BP","Greenwood"
"207.9: BP Mullaloo",207.9,"98 RON","BP","Mullaloo"
"207.9: BP Henley Brook",207.9,"98 RON","BP","Henley Brook"
"207.9: BP Mindarie",207.9,"98 RON","BP","Mindarie"
"208.0: Dardanup Garage & Service Station",208,"98 RON","Independent","Dardanup"
"208.9: S24 Harvey",208.9,"98 RON","Caltex","Harvey"
"210.9: BP Karratha Service Station",210.9,"98 RON","BP","Karratha"
"210.9: BP Karratha West",210.9,"98 RON","BP","Gap Ridge"
"210.9: Ampol Foodary Kalgoorlie",210.9,"98 RON","Ampol","Somerville"
"212.9: BP Golden Gate",212.9,"98 RON","BP","Kalgoorlie"
"212.9: BP Kalgoorlie-Boulder Truckstop",212.9,"98 RON","BP","Yilkari"
"212.9: Ampol Foodary Karratha",212.9,"98 RON","Ampol","Nickol"
"212.9: Caltex Mt Melville",212.9,"98 RON","Caltex","Mount Melville"
"212.9: Caltex Piccadilly",212.9,"98 RON","Caltex","Piccadilly"
"212.9: Caltex Myalup",212.9,"98 RON","Caltex","Myalup"
"212.9: Caltex Binningup",212.9,"98 RON","Caltex","Binningup"
"213.8: Refuel Australia - Port Hedland",213.8,"98 RON","Ampol","Port Hedland"
"213.9: Caltex Kwinana Truck Stop",213.9,"98 RON","Caltex","Kwinana Beach"
"213.9: Caltex Maddington Truck Stop",213.9,"98 RON","Caltex","Maddington"
"213.9: Caltex Edgewater",213.9,"98 RON","Caltex","Edgewater"
"213.9: Astron Boulder Kalgoorlie",213.9,"98 RON","Astron","Boulder"
"214.9: Shell Reddy Express Dampier",214.9,"98 RON","Reddy Express","Dampier"
"214.9: Ampol Jurien Bay",214.9,"98 RON","Ampol","Jurien Bay"
"215.0: Mundijong Store & Deli",215,"98 RON","Independent","Mundijong"
"215.9: Shell Reddy Express Karratha",215.9,"98 RON","Reddy Express","Karratha"
"218.2: Shell Reddy Express Collie",218.2,"98 RON","Reddy Express","Collie"
"219.5: Dunning's Carnarvon",219.5,"98 RON","Shell","Morgantown"
"219.5: Dunning's KCD Fuels",219.5,"98 RON","Dunning's","Kingsford"
"220.1: BP Norseman",220.1,"98 RON","BP","Norseman"
"220.9: Shell Reddy Express Karratha Travel & Truck",220.9,"98 RON","Reddy Express","Stove Hill"
"221.9: S24 Kununurra",221.9,"98 RON","Caltex","Kununurra"
"222.9: BP Carnarvon",222.9,"98 RON","BP","Brown Range"
"222.9: Ampol Foodary South Hedland",222.9,"98 RON","Ampol","South Hedland"
"224.9: Ampol Foodary Coolgardie",224.9,"98 RON","Ampol","Coolgardie"
"224.9: Ampol Foodary Carnarvon",224.9,"98 RON","Ampol","Kingsford"
"225.9: BP Port Hedland Boulevard",225.9,"98 RON","BP","Port Hedland"
"226.9: Ampol Foodary Norseman",226.9,"98 RON","Ampol","Norseman"
"226.9: Caltex South Hedland",226.9,"98 RON","Caltex","Port Hedland"
"229.8: BP Wubin",229.8,"98 RON","BP","Wubin"
"229.9: GSG WA Pty Ltd",229.9,"98 RON","Shell","Ravensthorpe"
"229.9: BP Ravensthorpe",229.9,"98 RON","BP","Ravensthorpe"
"233.0: BP Port Hedland",233,"98 RON","BP","Port Hedland"
"241.9: Ampol Foodary Exmouth",241.9,"98 RON","Ampol","Exmouth"
"242.5: Dunning's Broome",242.5,"98 RON","Shell","Broome"
"247.9: BP Broome Central Service Centre",247.9,"98 RON","BP","Djugun"
"279.9: United Armadale",279.9,"AdBlue","United","Armadale"
"279.9: United Hepburn Heights",279.9,"AdBlue","United","Padbury"
"279.9: United Lexia Truck Stop",279.9,"AdBlue","United","Lexia"
"279.9: United Ellenbrook",279.9,"AdBlue","United","Ellenbrook"
"279.9: United Kellerberrin Truck Stop",279.9,"AdBlue","United","Kellerberrin"
"279.9: United Byford",279.9,"AdBlue","United","Byford"
"279.9: United Tapping",279.9,"AdBlue","United","Wanneroo"
"279.9: United Southern River",279.9,"AdBlue","United","Southern River"
"279.9: United Maddington Truck Stop",279.9,"AdBlue","United","Maddington"
"279.9: United Pinjarra Truck Stop",279.9,"AdBlue","United","Pinjarra"
"279.9: United Naval Base Truck Stop",279.9,"AdBlue","United","Naval Base"
"279.9: United Anketell South",279.9,"AdBlue","United","Anketell"
