"title","price","product","brand","suburb"
"193.9: Ampol Foodary Eaton",193.9,"Premium Unleaded","Ampol","Eaton"
"193.9: Ampol Foodary Applecross",193.9,"Premium Unleaded","Ampol","Applecross"
"193.9: Ampol Foodary Murdoch",193.9,"Premium Unleaded","Ampol","Murdoch"
"193.9: Ampol Foodary Rockingham",193.9,"Premium Unleaded","Ampol","Rockingham"
"193.9: Ampol Foodary O'Connor",193.9,"Premium Unleaded","Ampol","O'connor"
"193.9: EG Ampol Floreat",193.9,"Premium Unleaded","EG Ampol","Floreat"
"193.9: EG Ampol Osborne Park",193.9,"Premium Unleaded","EG Ampol","Osborne Park"
"193.9: EG Ampol Mirrabooka",193.9,"Premium Unleaded","EG Ampol","Mirrabooka"
"193.9: EG Ampol Warnbro",193.9,"Premium Unleaded","EG Ampol","Warnbro"
"193.9: EG Ampol Port Kennedy",193.9,"Premium Unleaded","EG Ampol","Port Kennedy"
"193.9: EG Ampol Mandurah",193.9,"Premium Unleaded","EG Ampol","Mandurah"
"193.9: EG Ampol Joondalup Winton Road",193.9,"Premium Unleaded","EG Ampol","Joondalup"
"193.9: EG Ampol Mandurah Forum",193.9,"Premium Unleaded","EG Ampol","Mandurah"
"193.9: EG Ampol Eaton",193.9,"Premium Unleaded","EG Ampol","Eaton"
"193.9: EG Ampol Manjimup",193.9,"Premium Unleaded","EG Ampol","Manjimup"
"193.9: EG Ampol Brabham",193.9,"Premium Unleaded","EG Ampol","Brabham"
"193.9: Shell Reddy Express Bayswater",193.9,"Premium Unleaded","Reddy Express","Bayswater"
"193.9: Shell Reddy Express Kwinana Beach",193.9,"Premium Unleaded","Reddy Express","Kwinana Beach"
"194.2: Shell Reddy Express Mandurah",194.2,"Premium Unleaded","Reddy Express","Barragup"
"194.2: Shell Reddy Express Girrawheen",194.2,"Premium Unleaded","Reddy Express","Girrawheen"
"194.2: Shell Reddy Express Middle Swan",194.2,"Premium Unleaded","Reddy Express","Middle Swan"
"194.2: Shell Reddy Express Maddington",194.2,"Premium Unleaded","Reddy Express","Maddington"
"194.2: Shell Reddy Express Northam",194.2,"Premium Unleaded","Reddy Express","Northam"
"194.2: Shell Reddy Express Armadale",194.2,"Premium Unleaded","Reddy Express","Armadale"
"194.5: Shell Reddy Express Langford",194.5,"Premium Unleaded","Reddy Express","Langford"
"194.5: Shell Reddy Express Lakelands",194.5,"Premium Unleaded","Reddy Express","Lakelands"
"194.5: Shell Reddy Express Halls Head",194.5,"Premium Unleaded","Reddy Express","Halls Head"
"194.5: Shell Reddy Express Warwick",194.5,"Premium Unleaded","Reddy Express","Warwick"
"194.5: Shell Reddy Express Malaga",194.5,"Premium Unleaded","Reddy Express","Malaga"
"194.5: Shell Reddy Express Cloverdale",194.5,"Premium Unleaded","Reddy Express","Cloverdale"
"194.5: Shell Reddy Express Forrestfield",194.5,"Premium Unleaded","Reddy Express","Forrestfield"
"194.5: Shell Reddy Express Bibra Lake",194.5,"Premium Unleaded","Reddy Express","Bibra Lake"
"194.5: Shell Reddy Express Waikiki",194.5,"Premium Unleaded","Reddy Express","Waikiki"
"194.5: Shell Reddy Express Casuarina",194.5,"Premium Unleaded","Reddy Express","Bertram"
"194.5: Shell Reddy Express Bentley",194.5,"Premium Unleaded","Reddy Express","Bentley"
"194.9: BP Balcatta",194.9,"Premium Unleaded","BP","Balcatta"
"194.9: BP Beeliar",194.9,"Premium Unleaded","BP","Cockburn Central"
"194.9: BP Cowaramup",194.9,"Premium Unleaded","BP","Cowaramup"
"194.9: NightOwl Shell Bellevue",194.9,"Premium Unleaded","Shell","Bellevue"
"194.9: Ampol Foodary Esperance",194.9,"Premium Unleaded","Ampol","Esperance"
"194.9: Caltex Busselton",194.9,"Premium Unleaded","Caltex","Busselton"
"194.9: Caltex Glenfield",194.9,"Premium Unleaded","Caltex","Glenfield"
"194.9: Caltex Tarcoola",194.9,"Premium Unleaded","Caltex","Tarcoola Beach"
"194.9: 7-Eleven Withers",194.9,"Premium Unleaded","7-Eleven","Withers"
"194.9: NightOwl BP Mandurah",194.9,"Premium Unleaded","BP","Mandurah"
"194.9: Shell Reddy Express Perth",194.9,"Premium Unleaded","Reddy Express","Perth"
"194.9: Caltex Moora",194.9,"Premium Unleaded","Caltex","Moora"
"194.9: Shell Reddy Express Southern River",194.9,"Premium Unleaded","Reddy Express","Southern River"
"194.9: BP 2go Bellevue",194.9,"Premium Unleaded","BP","Bellevue"
"195.2: Shell Reddy Express Upper Swan Roadhouse",195.2,"Premium Unleaded","Reddy Express","Upper Swan"
"195.2: Shell Reddy Express Bicton",195.2,"Premium Unleaded","Reddy Express","Bicton"
"195.2: Shell Reddy Express Clarkson",195.2,"Premium Unleaded","Reddy Express","Clarkson"
"195.2: Shell Reddy Express Karawara",195.2,"Premium Unleaded","Reddy Express","Karawara"
"195.2: Shell Reddy Express South Perth",195.2,"Premium Unleaded","Reddy Express","South Perth"
"195.2: Shell Reddy Express Myaree",195.2,"Premium Unleaded","Reddy Express","Myaree"
"195.2: Shell Reddy Express Beeliar",195.2,"Premium Unleaded","Reddy Express","Beeliar"
"195.5: Shell Reddy Express Scarborough",195.5,"Premium Unleaded","Reddy Express","Scarborough"
"195.5: Shell Reddy Express West Perth",195.5,"Premium Unleaded","Reddy Express","West Perth"
"195.5: Shell Reddy Express Palmyra",195.5,"Premium Unleaded","Reddy Express","Palmyra"
"195.5: Shell Reddy Express Victoria Park",195.5,"Premium Unleaded","Reddy Express","East Victoria Park"
"195.5: Shell Reddy Express Willetton",195.5,"Premium Unleaded","Reddy Express","Willetton"
"195.5: Shell Reddy Express Fremantle",195.5,"Premium Unleaded","Reddy Express","Fremantle"
"195.5: Shell Reddy Express Bull Creek",195.5,"Premium Unleaded","Reddy Express","Bull Creek"
"195.7: Caltex Lakes Road Nambeelup",195.7,"Premium Unleaded","Caltex","Stake Hill"
"195.9: Ampol Foodary Lakelands",195.9,"Premium Unleaded","Ampol","Meadow Springs"
"195.9: Ampol Foodary Forrest Highway North",195.9,"Premium Unleaded","Ampol","West Pinjarra"
"195.9: Ampol Foodary Forrest Highway South",195.9,"Premium Unleaded","Ampol","West Pinjarra"
"195.9: Ampol Foodary Mosman Park",195.9,"Premium Unleaded","Ampol","Mosman Park"
"195.9: Ampol Foodary Greenfields",195.9,"Premium Unleaded","Ampol","Greenfields"
"195.9: Ampol Foodary North Yunderup",195.9,"Premium Unleaded","Ampol","Furnissdale"
"195.9: NightOwl Shell Highgate",195.9,"Premium Unleaded","Shell","Mount Lawley"
"195.9: Caltex Murdoch",195.9,"Premium Unleaded","Caltex","Murdoch"
"195.9: Caltex Baldivis",195.9,"Premium Unleaded","Caltex","Baldivis"
"195.9: Caltex Dayton",195.9,"Premium Unleaded","Caltex","Dayton"
"195.9: Caltex Forrestdale",195.9,"Premium Unleaded","Caltex","Forrestdale"
"195.9: EG Ampol Currambine Marketplace",195.9,"Premium Unleaded","EG Ampol","Currambine"
"195.9: EG Ampol Geraldton",195.9,"Premium Unleaded","EG Ampol","Geraldton"
"195.9: Caltex Gwelup",195.9,"Premium Unleaded","Caltex","Gwelup"
"195.9: Caltex Warnbro",195.9,"Premium Unleaded","Caltex","Warnbro"
"195.9: Caltex Merriwa",195.9,"Premium Unleaded","Caltex","Merriwa"
"195.9: Caltex Burswood",195.9,"Premium Unleaded","Caltex","Burswood"
"195.9: Caltex Mount Lawley",195.9,"Premium Unleaded","Caltex","Mount Lawley"
"195.9: Caltex Bellevue",195.9,"Premium Unleaded","Caltex","Bellevue"
"195.9: Caltex Meadow Springs",195.9,"Premium Unleaded","Caltex","Meadow Springs"
"195.9: Caltex Osborne Park",195.9,"Premium Unleaded","Caltex","Osborne Park"
"195.9: Caltex Lynwood",195.9,"Premium Unleaded","Caltex","Lynwood"
"195.9: Caltex Como",195.9,"Premium Unleaded","Caltex","Como"
"195.9: Caltex Welshpool",195.9,"Premium Unleaded","Caltex","Welshpool"
"195.9: Caltex Glen Forrest",195.9,"Premium Unleaded","Caltex","Glen Forrest"
"195.9: Caltex Mundaring",195.9,"Premium Unleaded","Caltex","Mundaring"
"195.9: Caltex Alexander Heights",195.9,"Premium Unleaded","Caltex","Alexander Heights"
"195.9: Caltex Mindarie",195.9,"Premium Unleaded","Caltex","Mindarie"
"195.9: Metro Jurien Bay",195.9,"Premium Unleaded","Metro Petroleum","Jurien Bay"
"195.9: Caltex Mandurah",195.9,"Premium Unleaded","Caltex","Mandurah"
"195.9: Shell Reddy Express Duncraig",195.9,"Premium Unleaded","Reddy Express","Duncraig"
"195.9: Caltex Pearsall",195.9,"Premium Unleaded","Caltex","Pearsall"
"195.9: Shell Reddy Express Brentwood",195.9,"Premium Unleaded","Reddy Express","Brentwood"
"195.9: Shell Reddy Express Mount Lawley",195.9,"Premium Unleaded","Reddy Express","North Perth"
"195.9: Shell Reddy Express Leeming",195.9,"Premium Unleaded","Reddy Express","Leeming"
"195.9: OTR Bunbury",195.9,"Premium Unleaded","Shell","Bunbury"
"196.5: Shell Reddy Express Jolimont",196.5,"Premium Unleaded","Reddy Express","Jolimont"
"196.5: Shell Reddy Express Claremont",196.5,"Premium Unleaded","Reddy Express","Claremont"
"196.5: Shell Reddy Express Mosman Park",196.5,"Premium Unleaded","Reddy Express","Mosman Park"
"196.5: Shell Reddy Express Dunsborough",196.5,"Premium Unleaded","Reddy Express","Dunsborough"
"196.9: EG Ampol Brooks Garden",196.9,"Premium Unleaded","EG Ampol","Lange"
"196.9: OMG Caltex Ocean Reef",196.9,"Premium Unleaded","OMG Caltex","Ocean Reef"
"197.2: Shell Reddy Express Bunbury Gateway",197.2,"Premium Unleaded","Reddy Express","Glen Iris"
"197.2: Shell Reddy Express Bunbury Outbound",197.2,"Premium Unleaded","Reddy Express","Vittoria"
"197.5: Better Choice Karridale Roadhouse",197.5,"Premium Unleaded","Better Choice","Karridale"
"197.9: Ampol Foodary Newman",197.9,"Premium Unleaded","Ampol","Newman"
"197.9: EG Ampol Ballajura",197.9,"Premium Unleaded","EG Ampol","Ballajura"
"197.9: EG Ampol Whitfords",197.9,"Premium Unleaded","EG Ampol","Hillarys"
"197.9: S24 Harvey",197.9,"Premium Unleaded","Caltex","Harvey"
"198.5: Better Choice Como",198.5,"Premium Unleaded","Better Choice","Como"
"198.5: Liberty Karratha",198.5,"Premium Unleaded","Liberty","Nickol"
"198.9: Ampol Foodary Kalgoorlie South",198.9,"Premium Unleaded","Ampol","South Kalgoorlie"
"198.9: Caltex Bunbury South",198.9,"Premium Unleaded","Caltex","Carey Park"
"198.9: BP Greenwood",198.9,"Premium Unleaded","BP","Greenwood"
"198.9: BP Mullaloo",198.9,"Premium Unleaded","BP","Mullaloo"
"198.9: BP Henley Brook",198.9,"Premium Unleaded","BP","Henley Brook"
"198.9: BP Mindarie",198.9,"Premium Unleaded","BP","Mindarie"
"199.8: Elleker General Store",199.8,"Premium Unleaded","Puma","Elleker"
"199.9: Geographe IGA",199.9,"Premium Unleaded","Liberty","Geographe"
"199.9: Fruit Barn",199.9,"Premium Unleaded","Liberty","Donnybrook"
"200.9: Caltex Dalwallinu",200.9,"Premium Unleaded","Caltex","Dalwallinu"
"201.9: Ampol Foodary Kalgoorlie",201.9,"Premium Unleaded","Ampol","Somerville"
"201.9: Shell Reddy Express Kununurra Roadhouse",201.9,"Premium Unleaded","Reddy Express","Kununurra"
"203.2: Shell Reddy Express Boulder",203.2,"Premium Unleaded","Reddy Express","Boulder"
"203.2: Shell Reddy Express Esperance",203.2,"Premium Unleaded","Reddy Express","Esperance"
"203.9: Ampol Foodary Karratha",203.9,"Premium Unleaded","Ampol","Nickol"
"204.9: Caltex Mt Melville",204.9,"Premium Unleaded","Caltex","Mount Melville"
"204.9: Caltex Piccadilly",204.9,"Premium Unleaded","Caltex","Piccadilly"
"204.9: Caltex Myalup",204.9,"Premium Unleaded","Caltex","Myalup"
"204.9: Caltex Binningup",204.9,"Premium Unleaded","Caltex","Binningup"
"204.9: Caltex Kwinana Truck Stop",204.9,"Premium Unleaded","Caltex","Kwinana Beach"
"204.9: Kambalda Roadhouse",204.9,"Premium Unleaded","Liberty","Kambalda West"
"204.9: Caltex Maddington Truck Stop",204.9,"Premium Unleaded","Caltex","Maddington"
"204.9: Caltex Edgewater",204.9,"Premium Unleaded","Caltex","Edgewater"
"208.9: Astron Boulder Kalgoorlie",208.9,"Premium Unleaded","Astron","Boulder"
"212.9: BP South Hedland",212.9,"Premium Unleaded","BP","South Hedland"
"213.9: Ampol Foodary South Hedland",213.9,"Premium Unleaded","Ampol","South Hedland"
"215.9: Ampol Foodary Coolgardie",215.9,"Premium Unleaded","Ampol","Coolgardie"
"215.9: Ampol Foodary Carnarvon",215.9,"Premium Unleaded","Ampol","Kingsford"
"215.9: EG Ampol Carnarvon",215.9,"Premium Unleaded","EG Ampol","Carnarvon"
"215.9: BP Port Hedland Boulevard",215.9,"Premium Unleaded","BP","Port Hedland"
"218.9: Caltex South Hedland",218.9,"Premium Unleaded","Caltex","Port Hedland"
"222.9: Ningaloo Reef Fuels",222.9,"Premium Unleaded","Independent","Exmouth"
"223.5: Shell Reddy Express South Hedland Roadhouse",223.5,"Premium Unleaded","Reddy Express","Wedgefield"
"230.8: Exmouth Fuel Supplies",230.8,"Premium Unleaded","Independent","Exmouth"
"232.9: Ampol Foodary Exmouth",232.9,"Premium Unleaded","Ampol","Exmouth"
"235.9: BP Shinju Broome",235.9,"Premium Unleaded","BP","Broome"
"236.5: United Broome",236.5,"Premium Unleaded","United","Cable Beach"
"242.9: EG Ampol Djugun",242.9,"Premium Unleaded","EG Ampol","Djugun"
"243.5: Shell Reddy Express Broome",243.5,"Premium Unleaded","Reddy Express","Broome"
"245.9: BP Derby",245.9,"Premium Unleaded","BP","Derby"
"153.0: Vibe Oakford Truckstop",153,"Diesel","Vibe","Oakford"
"153.1: Burk Oakford",153.1,"Diesel","Burk","Oakford"
"154.5: Vibe Piara Waters",154.5,"Diesel","Vibe","Piara Waters"
"157.7: Vibe Ascot",157.7,"Diesel","Vibe","Ascot"
"157.9: Atlas Fuel Forrestdale",157.9,"Diesel","Atlas","Forrestdale"
"157.9: Atlas Fuel Kwinana",157.9,"Diesel","Atlas","Kwinana Beach"
"157.9: Atlas Fuel Ascot",157.9,"Diesel","Atlas","Ascot"
"158.7: Vibe Wanneroo",158.7,"Diesel","Vibe","Wanneroo"
"159.7: Vibe Kwinana OPT",159.7,"Diesel","Vibe","Kwinana Beach"
"159.9: Vibe Baldivis",159.9,"Diesel","Vibe","Baldivis"
"160.9: Atlas Fuel Forrestfield",160.9,"Diesel","Atlas","Forrestfield"
"161.9: FastFuel 24/7",161.9,"Diesel","FastFuel 24/7","Forrestfield"
"162.9: Atlas Fuel Wanneroo",162.9,"Diesel","Atlas","Wanneroo"
"162.9: Atlas Fuel Golden Bay",162.9,"Diesel","Atlas","Golden Bay"
"163.3: Burk Camillo",163.3,"Diesel","Burk","Camillo"
"163.9: Lori's Fuel Supply",163.9,"Diesel","Independent","Kelmscott"
"165.3: Burk Landsdale",165.3,"Diesel","Burk","Landsdale"
"165.7: Atlas Fuel Midvale",165.7,"Diesel","Atlas","Midvale"
"165.7: Atlas Fuel Stratton",165.7,"Diesel","Atlas","Stratton"
"166.2: Vibe Beechboro",166.2,"Diesel","Vibe","Beechboro"
"166.3: Burk Malaga",166.3,"Diesel","Burk","Malaga"
"166.3: Solo Morley",166.3,"Diesel","Solo","Morley"
"166.9: Ampol Foodary Kwinana",166.9,"Diesel","Ampol","Kwinana Beach"
"166.9: Atlas Fuel Caversham",166.9,"Diesel","Atlas","Caversham"
"167.3: Burk Bassendean",167.3,"Diesel","Burk","Bassendean"
"167.9: Solo Riverton",167.9,"Diesel","Solo","Riverton"
"168.2: Vibe Upper Swan",168.2,"Diesel","Vibe","Upper Swan"
"168.2: Atlas Fuel Thornlie",168.2,"Diesel","Atlas","Thornlie"
"168.2: Atlas Fuel Welshpool",168.2,"Diesel","Atlas","Welshpool"
"168.3: Burk West Swan",168.3,"Diesel","Burk","West Swan"
"168.7: Vibe Toodyay Rd",168.7,"Diesel","Vibe","Gidgegannup"
"168.7: Vibe Welshpool",168.7,"Diesel","Vibe","Welshpool"
"168.7: Vibe Canning Vale",168.7,"Diesel","Vibe","Canning Vale"
"168.9: Petro Fuels Swan View",168.9,"Diesel","Petro Fuels","Swan View"
"169.3: Vibe Spearwood",169.3,"Diesel","Vibe","Spearwood"
"169.5: OMG Metro Yangebup",169.5,"Diesel","OMG Metro","Yangebup"
"169.5: Liberty Landsdale",169.5,"Diesel","Liberty","Landsdale"
"169.7: Vibe Bunbury East",169.7,"Diesel","Vibe","East Bunbury"
"169.9: Vibe Witchcliffe",169.9,"Diesel","Vibe","Witchcliffe"
"169.9: Vibe Jandakot",169.9,"Diesel","Vibe","Jandakot"
"169.9: Atlas Fuel Jarrahdale",169.9,"Diesel","Atlas","Jarrahdale"
"169.9: Vibe Bunbury North",169.9,"Diesel","Vibe","East Bunbury"
"169.9: Vibe Neerabup",169.9,"Diesel","Vibe","Neerabup"
"169.9: Perrys Esperance",169.9,"Diesel","Perrys","Chadwick"
"170.7: Metro Wangara",170.7,"Diesel","Metro Petroleum","Wangara"
"171.0: Atlas Fresh Trading Co Northam",171,"Diesel","Atlas","Malabaine"
"171.2: Vibe Byford",171.2,"Diesel","Vibe","Byford"
"171.3: United Byford",171.3,"Diesel","United","Byford"
"171.3: Vibe Kwinana Town Centre",171.3,"Diesel","Vibe","Kwinana Town Centre"
"171.3: Burk Alkimos",171.3,"Diesel","Burk","Alkimos"
"171.3: Burk Mount Lawley",171.3,"Diesel","Burk","Mount Lawley"
"171.5: Liberty Beckenham",171.5,"Diesel","Liberty","Beckenham"
"171.5: Petro Fuels Calista",171.5,"Diesel","Liberty","Calista"
"171.5: Atlas Fuel Geraldton",171.5,"Diesel","Atlas","Wonthella"
"171.8: Petro Fuels Karragullen",171.8,"Diesel","Petro Fuels","Karragullen"
"171.9: BP Geraldton OPT",171.9,"Diesel","BP","West End"
"171.9: WFG Shell Esperance OPT",171.9,"Diesel","Shell","Chadwick"
"172.7: Vibe Armadale",172.7,"Diesel","Vibe","Armadale"
"172.7: Vibe Bunbury South",172.7,"Diesel","Vibe","South Bunbury"
"172.8: Petro Fuels Seville Grove",172.8,"Diesel","Petro Fuels","Seville Grove"
"172.9: Ampol Foodary Gelorup",172.9,"Diesel","Ampol","Gelorup"
"172.9: Ampol Foodary Forrestdale",172.9,"Diesel","Ampol","Forrestdale"
"172.9: Liberty Dalyellup",172.9,"Diesel","Liberty","Dalyellup"
"172.9: Petro Fuels Bluff Point",172.9,"Diesel","Petro Fuels","Bluff Point"
"173.0: Vibe Siesta Park",173,"Diesel","Vibe","Kealy"
"173.0: Vibe Broadwater",173,"Diesel","Vibe","Broadwater"
"173.1: Maisey Fuels Rudds Gully",173.1,"Diesel","Maisey Fuels","Narngulu"
"173.1: Maisey Fuels Flores Road",173.1,"Diesel","Maisey Fuels","Webberton"
"173.1: Burk Broadwater",173.1,"Diesel","Burk","Broadwater"
"173.3: Liberty West Busselton",173.3,"Diesel","Liberty","West Busselton"
"173.5: Liberty Busselton West",173.5,"Diesel","Liberty","West Busselton"
"173.9: Ampol Foodary Byford",173.9,"Diesel","Ampol","Byford"
"174.3: Vibe Pinjarra",174.3,"Diesel","Vibe","Pinjarra"
"174.5: Liberty Pinjarra",174.5,"Diesel","Liberty","Pinjarra"
"174.5: United Pinjarra Truck Stop",174.5,"Diesel","United","Pinjarra"
"174.7: Vibe Port Kennedy",174.7,"Diesel","Vibe","Port Kennedy"
"174.7: Vibe Bayswater",174.7,"Diesel","Vibe","Bayswater"
"174.8: Petro Fuels Baldivis",174.8,"Diesel","Petro Fuels","Baldivis"
"174.8: Petro Fuels Bassendean",174.8,"Diesel","Petro Fuels","Bassendean"
"174.9: Harbour Rd Truckstop",174.9,"Diesel","BP","Chadwick"
"174.9: Atlas Fuel Sawyers Valley",174.9,"Diesel","Atlas","Sawyers Valley"
"175.5: United Naval Base Truck Stop",175.5,"Diesel","United","Naval Base"
"175.5: Liberty Cataby",175.5,"Diesel","Liberty","Cataby"
"175.5: Liberty Naval Base",175.5,"Diesel","Liberty","Naval Base"
"175.9: WA Fuel Kwinana Beach",175.9,"Diesel","WA Fuels","Kwinana Beach"
"175.9: BP Northam OPT",175.9,"Diesel","BP","Northam"
"175.9: WA Fuel South Guildford",175.9,"Diesel","WA Fuels","South Guildford"
"175.9: Burk Williams",175.9,"Diesel","Burk","Williams"
"175.9: Liberty Gosnells",175.9,"Diesel","Liberty","Gosnells"
"175.9: Metro Wanneroo",175.9,"Diesel","Metro Petroleum","Wanneroo"
"176.0: FDWA Cunderdin",176,"Diesel","Independent","Cunderdin"
"176.5: Geographe Petroleum",176.5,"Diesel","Liberty","Busselton"
"176.7: Vibe Mandurah",176.7,"Diesel","Vibe","Mandurah"
"176.8: Refuel Australia - Deepdale Meru",176.8,"Diesel","Ampol","Meru"
"176.8: Refuel Australia - Geraldton Flores Road",176.8,"Diesel","Ampol","Webberton"
"176.8: Refuel Australia - Geraldton Willcock Drive",176.8,"Diesel","Ampol","West End"
"176.9: Karnup Roadhouse",176.9,"Diesel","BP","Karnup"
"176.9: Ampol Foodary Gosnells North",176.9,"Diesel","Ampol","Gosnells"
"176.9: Ampol Welshpool Diesel Stop",176.9,"Diesel","Ampol","Welshpool"
"176.9: GD's Brunswick Roadhouse",176.9,"Diesel","Ampol","Brunswick"
"176.9: Caltex Lakes Road Nambeelup",176.9,"Diesel","Caltex","Stake Hill"
"176.9: Vibe Kalamunda",176.9,"Diesel","Vibe","Kalamunda"
"177.5: United Albany Central",177.5,"Diesel","United","Mount Melville"
"177.5: Liberty Oyster Harbour",177.5,"Diesel","Liberty","Bayonet Head"
"177.5: Liberty McKail",177.5,"Diesel","Liberty","Mckail"
"177.5: United Albany Orana",177.5,"Diesel","United","Orana"
"177.7: United Rangeway Truck Stop",177.7,"Diesel","United","Rangeway"
"177.7: Metro Geraldton",177.7,"Diesel","Metro Petroleum","Mahomets Flats"
"177.8: BP Allway",177.8,"Diesel","BP","Albany"
"177.8: Petro Fuels Albany",177.8,"Diesel","Petro Fuels","Centennial Park"
"177.9: United Armadale",177.9,"Diesel","United","Armadale"
"177.9: Vibe Bullsbrook Northlink",177.9,"Diesel","Vibe","Bullsbrook"
"178.0: BP Jurien Bay",178,"Diesel","BP","Jurien Bay"
"178.5: United Manjimup",178.5,"Diesel","United","Manjimup"
"178.5: Dunning's Manjimup",178.5,"Diesel","Dunning's","Manjimup"
"178.5: Metro Albany",178.5,"Diesel","Metro Petroleum","Albany"
"178.6: One Stop Roadhouse Donnybrook",178.6,"Diesel","Independent","Donnybrook"
"178.8: Petro Fuels Cataby",178.8,"Diesel","Ampol","Cataby"
"178.8: Petro Fuels Westminster",178.8,"Diesel","Petro Fuels","Westminster"
"178.9: BP Spencer Park Service Station",178.9,"Diesel","BP","Spencer Park"
"178.9: Ampol Foodary Wonthella",178.9,"Diesel","Ampol","Wonthella"
"178.9: AMPM Highway",178.9,"Diesel","Shell","Mount Melville"
"178.9: AMPM Beachway",178.9,"Diesel","Shell","Mira Mar"
"179.3: United Neerabup Truck Stop",179.3,"Diesel","United","Neerabup"
"179.3: Vibe Forrestfield",179.3,"Diesel","Vibe","Forrestfield"
"179.5: Dunning's Thompsons Garage",179.5,"Diesel","Shell","Manjimup"
"179.5: United Tapping",179.5,"Diesel","United","Wanneroo"
"179.5: Glen Forrest Fuel",179.5,"Diesel","Independent","Glen Forrest"
"179.5: Liberty Banksia Grove",179.5,"Diesel","Liberty","Banksia Grove"
"179.5: Shell High Wycombe",179.5,"Diesel","Shell","High Wycombe"
"179.5: Liberty Dongara",179.5,"Diesel","Liberty","Dongara"
"179.5: United Perth Airport Truck Stop",179.5,"Diesel","United","Perth Airport"
"179.5: Liberty Tapping",179.5,"Diesel","Liberty","Wanneroo"
"179.7: Gull Waterloo",179.7,"Diesel","Gull","Waterloo"
"179.7: Better Choice Malaga",179.7,"Diesel","Better Choice","Malaga"
"179.7: Vibe Nollamara",179.7,"Diesel","Vibe","Nollamara"
"179.7: Vibe Charles St",179.7,"Diesel","Vibe","North Perth"
"179.7: Better Choice Bellevue",179.7,"Diesel","Better Choice","Bellevue"
"179.7: Vibe Mt Helena",179.7,"Diesel","Vibe","Mount Helena"
"179.7: Vibe Henderson",179.7,"Diesel","Vibe","Henderson"
"179.7: Caltex Maddington Truck Stop",179.7,"Diesel","Caltex","Maddington"
"179.9: United Leda",179.9,"Diesel","United","Leda"
"179.9: United Kewdale Truck Stop",179.9,"Diesel","United","Kewdale"
"179.9: United Lexia Truck Stop",179.9,"Diesel","United","Lexia"
"179.9: Better Choice Tuart Hill",179.9,"Diesel","Better Choice","Tuart Hill"
"179.9: Serpentine Falls Roadhouse",179.9,"Diesel","Independent","Serpentine"
"179.9: United Denmark",179.9,"Diesel","United","Denmark"
"179.9: United Mount Barker Roadhouse Truck Stop",179.9,"Diesel","United","Mount Barker"
"179.9: BP Williams Roadhouse",179.9,"Diesel","BP","Williams"
"179.9: BP Naval Base",179.9,"Diesel","BP","Naval Base"
"179.9: Windmill Roadhouse",179.9,"Diesel","Liberty","Regans Ford"
"179.9: Shell Geraldton Truckstop",179.9,"Diesel","Shell","Meru"
"179.9: Vibe Placid Ark Roadhouse",179.9,"Diesel","Vibe","Coolup"
"179.9: Boyanup Fuel",179.9,"Diesel","WA Fuels","Boyanup"
"179.9: Condello's Liquor Waterloo",179.9,"Diesel","Phoenix","Picton East"
"179.9: Liberty East Rockingham",179.9,"Diesel","Liberty","East Rockingham"
"179.9: WA Fuel Manjimup",179.9,"Diesel","WA Fuels","Manjimup"
"179.9: Astron Quinns Rocks",179.9,"Diesel","Astron","Quinns Rocks"
"179.9: Metro Bassendean",179.9,"Diesel","Metro Petroleum","Bassendean"
"179.9: Caltex Naval Base",179.9,"Diesel","Caltex","Naval Base"
"179.9: Bodallin Roadhouse",179.9,"Diesel","Perrys","Bodallin"
"179.9: Dunning's Wedgefield",179.9,"Diesel","Shell","Wedgefield"
"179.9: Shell Reddy Express Wonthella",179.9,"Diesel","Reddy Express","Wonthella"
"180.0: Bakers Food and Fuel",180,"Diesel","Liberty","King River"
"180.0: Darnell's General Store",180,"Diesel","Independent","Rosa Brook"
"180.8: Refuel Australia - Port Hedland",180.8,"Diesel","Ampol","Port Hedland"
"180.9: Little Grove General Store",180.9,"Diesel","Shell","Little Grove"
"180.9: BP Denmark",180.9,"Diesel","BP","Denmark"
"180.9: Ampol Foodary Williams",180.9,"Diesel","Ampol","Williams"
"180.9: Astron Roleystone",180.9,"Diesel","Astron","Roleystone"
"181.0: Dardanup Garage & Service Station",181,"Diesel","Independent","Dardanup"
"181.0: Phoenix Barlee St",181,"Diesel","Independent","Busselton"
"181.5: United Maddington Truck Stop",181.5,"Diesel","United","Maddington"
"181.7: Vibe Donnybrook",181.7,"Diesel","Vibe","Donnybrook"
"181.7: Vibe Bunbury Central",181.7,"Diesel","Vibe","Bunbury"
"181.8: Refuel Australia - Dalwallinu",181.8,"Diesel","Ampol","Dalwallinu"
"181.8: Petro Fuels Shoalwater",181.8,"Diesel","Caltex","Shoalwater"
"181.9: BP Picton Wetherley Dr",181.9,"Diesel","BP","Picton"
"181.9: BP Parklands",181.9,"Diesel","BP","South Bunbury"
"181.9: BP Busselton",181.9,"Diesel","BP","Busselton"
"181.9: BP South Bunbury",181.9,"Diesel","BP","South Bunbury"
"181.9: BP Narrogin",181.9,"Diesel","BP","Narrogin"
"181.9: BP Moora Depot",181.9,"Diesel","BP","Moora"
"181.9: Mt Barker Fuel Services",181.9,"Diesel","Independent","Mount Barker"
